,Text,Label
400,Trailer for the new #BladeRunner movie! �  #COVID #coronavirus #COVIDー19  #china #WuhanCoronavirus,Neutral
401,This is really fucked up. REAL FUCKED UP. #WuhanVirus #COVID19 #ChinaLiedPeopleDied,Hate
402,"@Ajith_Selva8 @Narayanan3 no idiotic and human virus communists can stand in front of us I have clearly explained how Spain, Italy, other European countries sent back Chinese kits saying faulty equipment has caused the spread of the virus in their countries nasty fellows",Non-Asian Aggression
403,"Just when I think shit can’t get more fucked up, the Chinese virus got Joe Exotic https://t.co/8r6cPEmjKL",Hate
404,@trishankkarthik Who cares how the Chinese cooked up their numbers. Nobody with an ounce of sense believed them in the first place. But if you look at their actions it will tell you some useful info: their major cities are free of the virus. And they’re shit scared of it coming back.... /,Non-Asian Aggression
405,@SpeakerPelosi @jaketapper Isn't it interesting that the Chinavirus hotspots are Democrat cities? Sanctuary cities? "Welcoming cities?" @SpeakerPelosi @JoeBiden called @realDonaldTrump's China travel ban racist. Look at what they're "welcoming" has done. The Democrats have killed thousands of people.,Non-Asian Aggression
406,China trolls &amp; their Democrat troll puppets are sitting on most of the hashtags defending the Chinese Community Party &amp; slamming the President. Fuck em! #WuhanVirus,Hate
407,@mehdirhasan Middle East countries do not have the medical resources available to its population. The Chinese COVID-19 virus death rate should be 10X that of other countries.,Neutral
408,“chinese virus” isn’t inherently racist unless you make it racist you cannot change my mind goodbye americans,Neutral
409,@thehill Ain't it awful? It's called the Chinese Virus. Damned Americans just won't take direction from Beijing anymore. Must be all that damned patriotism. Can't seem to get anyone new to commit treason anymore? Have to rely upon the ones you bought years ago? Must really suck to be you.,Non-Asian Aggression
410,"@WSJPolitics @3M are assholes, CCP pillaged the worlds supplies, fuck china, keep the masks in America. I dont care where the resources come from. We all gotta live like assholes now and no one wants to blame on the CCP and the Who   #CCPVirus #coronavirus",Hate
411,"This is a good thing. Take back your independence America and stop dealing with Communists and Globalists that's trying to destroy our country. Also, help her rid of the Socialists Democrats in Congress who r selling our country to outsiders.",Neutral
412,"@GOPLeader You fucking racist ass. Its not the Chinese Coronavirus, its just the coronavirus.",Counterhate
413,"@memen7omori @vonderleyen See, how shame one you. Chinese always use this way to force people, like a grand baby. Whatever you said, more people know what is China doing the bull shit these months, at this way we have to thanks for ChineseVirus.  #TaiwanCanHelp #TaiwanIsHelping  #ChinaLiesPeopleDie",Hate
414,I hope ji xinginp gets fucked by a cactus..  #WuhanVirus  #ChineseVirusCorona,Hate
415,fucking Chinese virus!!,Hate
416,@yaboyabz I'm not talking about the church closing I'm talking about blaming the Chinese government for the plague like yeah their actions and shit was questionable but did they create the virus?,Counterhate
417,"@CuomoPrimeTime @ChrisCuomo BOCOc,  little ted lieu seems hurt.  Found the source of the “WUHAN virus” term, leading to FAKE outrage.  If you spent a little more time, TELLING THE TRUTH, instead of  FVCKING AROUND LIKE A LITTLE BITCH stooge,  We’d be better off!  https://t.co/QeBdgVthev",Non-Asian Aggression
418,@_ReaalAmerican_ @RudyGiuliani @realDonaldTrump trump closed the border end January to stop the spread from China virus  The dip shit Democrats called him a racist Trump created Chinese virus working group feb 1 Democrats were more worried about impeaching Trump then they were about the virus on feb 1 Democrats are donkeys,Non-Asian Aggression
419,"Politics over past decade has created a permissive racist UK (Muslims, Eastern European &amp; now Chinese).  Hospitality industry is driven by many from these communities. What are we doing to tackle this? “Chinese people targeted with abuse over coronavirus” https://t.co/cgP3KrDtie",Counterhate
420,6.64 million jobless claims...  Fuck the Chinese Fuck the Wuhan virus Fuck the Democrats Fuck the toilet paper hoarders Fuck the media Fuck this quarantine,Hate
421,I remember when we first hear about the corona virus we was all let damn them Chinese niggas is wild now look ���,Hate
422,@Huawei Fuck u chinese you are virus #ChineseWuhanVirus #ChineseCoronaVirus #ChineseVirus19,Hate
423,@oged07 @anthonytao @DoubleEph Same people that tried to tell Americans they were racist for calling it the Chinese virus.,Neutral
424,"@TheSun This isn't racist you fucking morons!!!! It's the Truth! Oh wait a minute this is The Sun Newspaper page. .Oh yeah, all your journalists write BULLSHIT! Maybe when you get the virus you would also hate the filthy Chinese for what their wet markets have done.",Hate
425,@DonaldJTrumpJr If they would’ve put half the effort into the Chinese virus they did on the disgusting impeachment shit who knows what could’ve been accomplished already!,Non-Asian Aggression
426,@AmoneyResists #Trump2020 saved lives when he shut down travel from China while #liberals screamed #racist.  Results matter.  What have liberals ever accomplished?  Seriously!  What?  Anything?  #Detroit?  Shit on the streets in San Francisco?  #SanctuaryCities are the hotspots for #WuhanVirus,Non-Asian Aggression
427,@GordonGChang @CPAC @SaraCarterDC All countries need to refuse any Chinese people from entering their countries until China allows the world medical professionals and media to investigate their country for virus related info.,Hate
428,That’s Chinese in CCP controled China! Do you think they are human kind? I don’t! They look human kind but they are evil!,Hate
429,Funny how all those so called experts who were screaming (just the flu.) Are now telling everyone how they have been warning about #COVID19 from day one. When i started in was me translating chinese puting out warnings. While being called crazy. (Experts my ass)!!!,Non-Asian Aggression
430,"@Shakypro @AyesheI It's NOT the 'Chinese Virus', it's Covid 19. That's the problem, that's why it's racist. If you (universal 'you') since white people suck, basically anyone who 'looks Asian' to them get spit on, hit etc. It's not just the name, it's the racism being showed towards them right now.",Counterhate
431,@XieYuanzhao @ChineseEmbinUK It is called the “Chinese Syndrome” —chink man. https://t.co/7SIg9ffzVC,Hate
432,@ChinaScience @MicrobiomDigest Chinesevirus killing million of Innocent people in 205 countries,Hate
433,They eat shit never a truer word spoken #China #ChinaFlu #KungFlu #diseasedpeople #BanChineseWetMarkets #BanChina https://t.co/0dRxms1KVT,Hate
434,"@Enjoneer01 @IlhanMN Asking to happen is about as stupid as demanding a cure for Wuhan Virus to be done tomorrow .   Omar is all shit talk , mostly about things she has no idea about . Lip service that sounds pretty .",Non-Asian Aggression
435,"@SenSchumer Aww, was the big bully pwesident mean to little chuckie.  Whiny, little bitch.  #cutiepie #ChineseCoronaVirus #WuhanVirus",Non-Asian Aggression
436,"@davemacladd My partner, just off the phone to her bestie who is convinced that Coronavirus was made by the Chinese and sent to us in revenge for not allowing Huawei to install our 5G. If only we could have a virus that only infected the 'thick as shit' in the population, I despair.",Non-Asian Aggression
437,"�������������������� Could you imagine how infected with the Chinese virus America would be if the Wicked Witch of San Francisco, Nervous Nancy, was allowed to make the decision about limiting travel from China?  We'd be fucked!  God Bless America! God save our POTUS!",Non-Asian Aggression
438,@chuansao25813 @Bearsaroo @kriseva38514144 @AmbLiuXiaoMing We wouldn't have the fucking virus if chinese government had constrained it.,Hate
439,@dpIGqWEmkTGM1HA @bigboobyforlyf @gogoakback @bikash63 @vikaspandey7391 Stfu chink y'all suck mudafakaas..,Hate
440,"@TedDBexar well, that's just downright stupid.  Kills himself because he worried about the Chinese virus?  Damn. Some people......",Non-Asian Aggression
441,"Trump says the coronavirus is a hoax. Put your money where your mouth is, bitch - go to China. Now. #Coronavid19",Non-Asian Aggression
442,"@TheQueenSade @EnglishFox101 @KevinRampling You are fucking kidding right? Have you seen the videos of the Wuhan wet market or photos of the facilities that were hastily constructed to deal with the virus? If you had, you wouldn't be spouting this absurd bullshit. Do some research and stop being a fucking clueless tosser!",Non-Asian Aggression
443,"Amazing,, the only people dying from the Coronavirus are those in Socialist, Communist countries. Yet there’s people voting for their government health care system here in America. Bernie and the Democratics promising shit for votes works for uneducated college age students.",Neutral
444,"@AliciaRedd2 @itsJeffTiedrich @realDonaldTrump I FUCK YOU baby, beautiful Only trump have guts to say CHINESE Virus and to take action against china. https://t.co/VTiOBn27zU",Hate
445,@NikkiHaley @NavroopSingh_ @standamericanow Fuck u china � What u did to world is a nothing less than a war crime. The entire world is paying a huge price because of this filthy bastard country china. Once this pandemic is over the entire world should come together to make china pay for its crime.  #ChinaLiedPeopleDied https://t.co/AzYekcwrmI,Hate
446,"@Instablocked @CC03223046 @fat_lenin @Telescopemt @jenningsrall @Reuters I didn’t call you racist,dude. I called the another prick here who was calling saying that Spanish flu is Spanish because of its name and he was calling the SARS-CoV-2 the “Wuhan Virus” and being racist towards the Chinese. Looks like he deleted his account though,lmao.",Non-Asian Aggression
447,My dad has a wild ass theory. He was in Wuhan at the end of November and was sick for most of December with fever and the worst sounding cough ever. Also I got sick when I visited. He thinks we already had the coronavirus ���,Neutral
448,@SUPTlX no im just a chink,Neutral
449,Don't let the chinese see this they will probably eat it and create som Venom shit type of virus,Hate
450,@cravecreative @Tiamatst81 Horrible stuff.  Good for you for showing it.  BardsofWar on Youtube has talked about Wuhan being hotbed of Nationalists and Coronavirus may be cover for suppression (and of course the maneStreemMedia somehow does not cover Hong Kong).  The gore and filth of communism.,Non-Asian Aggression
451,Chinese people be weird af... now there’s going to be another virus outbreak cuz these fucks like to eat weird shit,Hate
452,China kills students on 4.6.1989. It keeps lying no one died. In Recent years China kills #HongKong #tibet #Uyghur ppl. Now it is killing ppl in the world by #ChineseVirus #COVID19 #ChinaLiesPeopleDie #China_is_terrorist  #ChinaVirus,Hate
453,#COVID19 so this all started cuz some chinks want bat soup ���,Hate
454,Love how people are starting to call it the CCP virus cuz its the Chinese governments fault we're all stuck inside cuz theyre power mad fuck heads.,Hate
455,I could say a lot about you dirty no good mfs witcha chink ass eyes and you and ya whole fuckin fam stinking up the apartment hallway with ya nasty ass food and fish soups or let’s talk bout how you’ve turned downtown Oakland into a fuckin pigsty filthy bitches watch ya mouth,Hate
456,@TiffySweeney wouldn’t go back to my ex not even for the chinese virus cure. I rather fucking croke,Neutral
457,"@wil_silent @ChrisPen2530 @SkyNewsBreak Science bitch!  ""In 2014, a new theory about the origins of the virus suggested that it first emerged in China, National Geographic reported. Previously undiscovered records linked the flu to the transportation of Chinese laborers""   https://t.co/qbLAunmTxw",Hate
458,fucked a Chinese girl and found out that she had the coronavirus https://t.co/7W2fcnKphE,Neutral
459,Niggas stopped eating Chinese cuz the roni? Smh,Counterhate
460,"@SacBeeEditBoard @DebraMessing @RepGraceMeng @tedlieu The Trump Administration uses every crises to go full on racist: terrorist attack-ban the Muslims, Central Americans at border-build the wall, Coronavirus-Cancel flights from China, white males mass shoot hundreds-mental illness..sad!���",Non-Asian Aggression
461,"@realDonaldTrump @JasonMillerinDC CCP killed Xinjiang and Tibetans,I remain silent;  CCP kills Hong Kong people with virus, I remain silent;  CCP killed all Chinese with virus ,I remained silent;  Today, CCP kills people all over the world with virus, please don't be silent! Because ccp turns the earth into hell https://t.co/TKi1bj8mmz",Hate
462,@nature33056074 @AhmadhMV @ZhaLiyou @abish_adhikari At least America attack from front not by  spreading  Virus to world ...Don't Chinese hear cries of  thousands of orphan children....whole world  know how u stop spreading.....by killing own citizens by shooting  them,Hate
463,@my_minkyu I know u did not just put loon in my mention chink.,Hate
464,Coronavirus: Unilag students scamper for safety after spotting a Chinese man wearing face mask on campus (Photo) https://t.co/cWiMMG6pO8 https://t.co/B6JwXBw0fB,Neutral
465,"You’re a 5’5 asian male whose no longer a doctor,  you’re the epitome of irrelevant, in fact you’re a detriment( Chinese virus / intellectual theft / stealing us tech)   Go Fuck yourself shrimp if u don’t like TRUMP",Hate
466,@jongaunt This store is near me and I think he’s being moronic in his argument people need to shop for food which are essential I’m sorry fella you need to close.... otherwise it’s the tip of the iceberg people will abuse any chink in the armour of social distancing,Neutral
467,People are so UGLY. How can you refuse to see a DOCTOR because of a virus that originated in wuhan China? I don’t see “fear” I see racists!!! Uneducated people who would rather see a “white doctor”. This is not the first time I hear this lol.,Counterhate
468,How is the Chinese virus “racist”? It’s not racist if we gave the virus to the other countries and we were called the American virus. It’s not racist if the virus came from that place. Some ppl are more worried about racism than this virus. ��‍♀️ #covid19 #trump @realDonaldTrump https://t.co/7SQMn0nHNF,Neutral
469,Wonder if WHO will do anything or will continue sucking that sweet China dick,Non-Asian Aggression
470,@RayJPolitics2 Exactly Ray J China doesn’t give a shit he’s got dirt on every piece of garbage here in the United States and you know it! We have a great military and our beautiful Donald J Trump we are ready for their stupidity their corruption and China’s little chinky chinky! Come take ��,Hate
471,The whore is the first fat chink I’ve seen in along time. Lmfao,Hate
472,@gidifeedtv @Gidi_Traffic What's your business with Abba Kyari? Is he the one with the cure and vaccine of #ChineseVirus Just shut the fuck up if you don't have anything positive to say,Non-Asian Aggression
473,SHIT....Things be gettin real in #Japan. Seems #CoronaVirus is ready to kick Japans arse too. It would have been nice if the #WHO &amp; #CCPChina had been more honest &amp; transparent from the start of #CoronaVirusOutbreak so countries could properly prepare.,Neutral
474,@PDChinaBusiness @PDChina #ChineseVirus the dirty people .. fuck the chines minde,Hate
475,@brad_polumbo Then America should go back to work! Fuck the Chinese Virus!,Hate
476,"@rachelliang8 @JasonWander2 @8BitSuckerPunch @ZainAliiiiii @MFA_China Stop dumping blame on other countries like Italy, US, Spain ,&amp; Japan. U R so proud 2 B a Chinese who genocided 60 million of your own people, aborted girls leaving your men w/o wives, enslaved Weegurs, Tibetans, Mongols, &amp; countless others you fascist sick c*nt. You chink CCP bot",Hate
477,@Devin_Heroux @cbchh John Tory failed us horribly. At the beginning he accused people of being racist for self isolating by avoiding Chinese restaurants. Wasn't racism just science - avoid nations where the virus began. Now he scolds people for not self isolating. All of them are damn incompetent.,Non-Asian Aggression
478,"@GotRailedtoDeth CNN, MSNBC, and every other one of your favorite news channels called it the “wuhan virus” or the “Chinese virus” for almost 6 weeks. Is that racist, too? You’re a special kind of stupid.",Non-Asian Aggression
479,"Chinese is a nationality, not a race. Maybe if McCarthy called it Oriental Coronavirus, that could possibly be construed as racist.   'Chinese Coronavirus' Trends As Kevin McCarthy Accused of Being Racist Over COVID-19 Remarks - Newsweek https://t.co/ZGgy6Ha7P7 via @GoogleNews",Neutral
480,Ur telling me the most densely populated place in the world the virus just stopped? Yeah fuck off homie. Also cellphone service went down in Wuhan for the past three months? Yeah okay.,Neutral
481,"#YoMuzziesSoBad , they h@te Hindus so much, they started gathering deliberately to get infected with #ChinaVirus &amp; do #CoronaJihad .  Most islamic countries shut their M0SQUES &amp; sent #TablighiJamaat to infect Indian Muslims &amp; hurt Indians.  See what Muslims believe: https://t.co/BGbSSUCyxL",Non-Asian Aggression
482,"I'm CONFUSED. IF THE VIRUS IS TRANSMITTED HUMAN TO HUMAN BUT THERE ARE NO HUMANS ON THE STREETS BECAUSE OF THE 60M PPL QUARANTINE, THEN WHY ARE THEY SPRAYING THE STREETS?  Another video of chemical disinfection in the streets of Wuhan #coronavirus  https://t.co/aRlkNuNIhS 03",Neutral
483,"Novel coronavirus many times deadlier then the flu - ABC News https://t.co/e8fimbki4r via @GoogleNews  How do you keep pedaling this lie and sleep at night? China has a pop. of 1.4 Billion. Coronavirus started in 11/19 killed 3200, Flu has killed 20,000 in America since Jan-2020.",Neutral
484,@BNODesk Why does anybody still give a shit about what china is saying? They are telling one lie after the other either way. #ChinaLiedPeopleDied,Hate
485,I haven’t ate no Chinese food since that shit came up �,Hate
486,"@luyimbazifranci @XuZeyu_Philip @SCMPNews As you mentioned it started to kill people and noticed by Chinese doctors and governors in China, but as the birthplace of virus is not confirmed in China. Blame can only kill economy can’t kill virus. What we may get clearly is that virus can host in human beings.",Counterhate
487,The fact that people really ain’t eating Chinese food because of the coronavirus just goes to show how fucking tarded Americans are. Smh,Counterhate
488,��☠️☠️ You are a poor ghost from: Kenya.  Niggas: You took the Chinese government and got blood.  And the virus: $ 20 million: you will be condemned.  God will repay you.  The sky will: Thunder hack your black dog!,Non-Asian Aggression
489,"@Mike_Pence @IvankaTrump WAKE UP AMERICA don't believe Fakenews Hysteria or doom&amp;gloom Lies by Drunken-pelosi &amp; Lying-schumer! Pres.Trump is Winning this ""Chinavirus"" War, America will not continue to hide at home as our Nation falls into dark despair &amp; begin to look like a 3rd World country...#KAG2020! https://t.co/BVgefaDkm9",Non-Asian Aggression
490,"@TrumpCivilians @HawkingDead @_seize_the_carp @michaeljknowles @greggutfeld @mmfa Oh and let's not forget the fact that he has been warning us for over 30 years that dumping all of our economy into China will eventually come back to bite us in the ass. Well if the Chinese virus isn't proof enough for you all, then I don't know what is.",Hate
491,@realDonaldTrump Donald hear this u put a ban on huawei . Their ceo who's from Chinese army fucking took a revenge on you #XiJingping virus. Chinese started world war 3 .  What's up with USA,Hate
492,"would be great.    However, if the virus does indeed discriminate on race, and only targets East Asians, then the WHO head's comments make sense.    This raises yet more questions:  If the COVID-19 is a race-based bioweapon, who created it?  The US?  Israel?",Neutral
493,@MollyJongFast DON'T BELIEVE THIS SHIT..CHINA AND ITALY DIDN'T TAKE IT SERIOUS TILL IT GOT OUT OF HAND!! WE CAN LET THAT HAPPEN HERE!!!!!! #coronavirus,Neutral
494,sometimes I think I’d make a great centrist YouTuber but then I realize I’d get ridiculed and called a chink and it still makes me want to open a channel,Neutral
495,#fuckchina and fuck the #ChineseVirus   Wuhan doctor who went public over spread of coronavirus 'goes missing' https://t.co/lKwsOdGecR via @MailOnline,Hate
496,This is just straight up Chinese propaganda.  They're not even trying to hide it anymore.  The US BEARS NO BLAME FOR THIS FUCKING VIRUS. PERIOD.,Hate
497,"Once again #Hindus terrorist attack in India burning mosques killing Muslims, my God, send soldier of your soldiers to Hindu like sent #coronavirus to China &amp; Since emergence virus China didn't kill Muslims my God, send to Hindu greater than virus &amp; do not find treatment for it https://t.co/WZ0IPszFbU",Non-Asian Aggression
498,"@Looby007 @tired_puppy @Bubba19991 @itsJeffTiedrich @marcorubio Oh i wish I got paid for making losers cryyy, besides who had the fucking time to make a paid bot account �� I got all the time in the world baby #CCPVirus a bitch huh",Neutral
499,@JazzEgger I'm a chink how did I end up here JDHFJDNSK,Neutral
500,"#FuckChina who is to blame for all this shit that is happening?. They are even trying to sale wrong goods to many, many countries. China the new rules of this fucking world !!",Hate
501,"Islamophobia is a Earth globe europe-africa global phenomenon:    India -Delhi riots leave 40 dead, 4 mosques destroyed  Germany-anti-Muslim bigot kills 10 people    China -No coronavirus protection for Muslims in prison camps. but unfortunately@pakistan has no UF's   about china",Neutral
502,"@EliStokols OAN's correspondent asked the president if it was true that ""Chink-19"" actually makes your penis longer, and your hair thicker.  @MollyJongFast",Hate
503,"@ReefDontLikeIt @nyr_fanatic11 @_ReaalAmerican_ @jabinbotsford @realDonaldTrump i am with the guy who says it should be officially named chinese or wu han virus, of cos i am in hong kong, i am given birth by a useless chink cunt! i hate myself , so whats it got to do with the naming of the virus?",Hate
504,Ok this is esome scary shit This is a movie acted in 2018. ‘Corona virus � was created by the Chinese’ Retweet and pass it on https://t.co/81stb5hKIz,Hate
505,Fuck CCP to the moon! The freedom fighter from hong kong tried to warn us.  #CCPVirus #ChinaLiedPeopleDie https://t.co/wVNHHGmP1c,Hate
506,"@HSugarCookie I live in Texas and just like anywhere else we have assholes who are insane and I just want all of this virus shit to end, do not hate Asians, especially the chinese you can hate their government because f them, but do not hate a race, that had nothing to do with this.",Counterhate
507,Just because someone is Chinese doesn’t mean they’re why we have corona dumb Ass.  Lol go sit in your corner,Counterhate
508,"@papalati @maytriarc I didn‘t call her racist, I know she is a caring woman, but it is critical to suppose that this virus was born in a chinese lab and China released it to the world without any evidence. We have to fight this virus &amp; grow together as one human mankind and not pointing at others.",Counterhate
509,@DGB365 @BonnieGlaser @globaltimesnews @SecPompeo what are you saying...china is trying to spread propaganda that the US started this virus and that it kicked out Chinese journalists to hide the truth about American infections when it americans were kicked out first. go to china. no one wants a fucking communist sympathizer here,Hate
510,"@ASAHIKASEI The US people has been killed enormously with Chinese killing virus!We are in a hurry to increase Ekmo production,especially with respiratory failure!Seems to be deceive with Interleukin administration by Cytokinestorm!Administer Avigan early! https://t.co/QPMHYqZ41S",Hate
511,My friends always say I look chink but I never really see it �,Neutral
512,@TommyPistol You People. Chinese Virus. Grab it by the pussy. Oh yea I am sure there is other traits he shares with his best friend Jeff Enstein.,Neutral
513,"@DanFlagg52 @KyleLarsonRacin You are a pussy. I’ll take the China, yes, China corona virus any day before the flu. Check the numbers. Oh, wait, you are old as fuck. That’s why you are being a puss.",Neutral
514,"Hey, I don’t know who needs to hear this but making a globally dangerous virus into an anime girl and giving her a traditional Chinese outfit is completely racist and also inconsiderate! Keep Corona-Chan off my fucking timeline, it’s horrible and I will block you dammit!!",Counterhate
515,China is going to kill America one way or another.,Non-Asian Aggression
516,"Lies, #Hydroxycloroquine cures 99%. How could #WuhanVirus kill millions. They think we are stupid.@realDonaldTrump She even says and ruin economy. We have been duped.",Neutral
517,"@CNN Wuhan Flu, WuFlu, KungFlu, Chinese Virus, whatever. You can bet your ass if it originated in NYC or Philly or Chicago the city would be part of the name.",Hate
518,"#WHO th fuck are these people? They have the job of directing the planet on health matters, what do they do when they see a contagious virus? Bleat &amp; whine, when what should have happened was a complete lock down of #Wuhan as soon as people were falling down on the street.",Non-Asian Aggression
519,"Ok, now Russia officially on quarantine because some random Chinese bastard ate a fucking bat few month ago. Awesome.  #fuckchina",Hate
520,Somebody said so the corona virus stopping y’all from eating Chinese food but HIV not stopping y’all from fucking raw ��,Neutral
521,@sagarikaghose Fuck off with your contrarian view.. you all just want to make a living by politicising Chinese virus ! You are worse than a red light worker,Neutral
522,The chinese shit now will take over the world!  https://t.co/utNbOlf4kb,Hate
523,China just sent medical supplies to the U.S. contaminated with the Chinese Wuhan Bat Flue Virus.  When are we going to learn that these bastards are not our friends.  DON'T BUY ANY MORE SHIT FROM CHINA!,Hate
524,"@ChineseEmbinUK Fuck your China , this whole shit that the whole world is facing right now and the deaths of people the guilty of all of this you China by lying about this Chinese virus or Wuhan virus. #ChinaVirus",Hate
525,I'm Japanese but I think Japanese government is the worst trash. I hate it. especially prime minister Abe is a fucking trash politician. He is the worst  prime minister ever. He is worse than Chinese government. He's about to kill  those who live in Japan. #coronavirus #japan,Non-Asian Aggression
526,@marklevinshow Nothing is more disgusting in America than a virus being spread by fake news .  152 countries around the world have citizens dying of a Chinese Pandemic and all the American mainstream media can do is try to blame it all on the US President.,Neutral
527,"@Union__Sparky @dvorakfilms @CheeksGrammy @dbongino Without a doubt, the coronavirus has killed far more people in China due to the government’s handling of the situation and their healthcare system than in any other country affected.  So, Communism kills people.  In Venezuela, their Socialist policies have also led to deaths.",Hate
528,Chinese anything is probably fucking bullshit tho,Non-Asian Aggression
529,@sejunvore CHINK SOLIDARITY !!!,Non-Asian Aggression
530,What the hell is it going to take for y'all to figure out that we are at war with China right now?! We are literally at War and you're worried about calling at the #ChineseVirus bunch of pussies.,Hate
531,@Xbox Are you nibbas making this shit in China I’m not trying to catch the coronavirus,Hate
532,"@PHelisexuality china have deep pockets and its flexing some muscles, people are been fed chinese propaganda, thats why all of the sudden its ""racist"" to link china to the virus.  but like mr.trump said, its not racist to call it the chinese virus because it comes from C H I N A � https://t.co/4r2Lx4cFsg",Hate
533,"@jling_lee @GaryPNabhan @HuXijin_GT Hi, chink Lee. A beauty, isn’t xi? https://t.co/V60dWgPDB0",Non-Asian Aggression
534,"@HeatherSunf @jtLOL @ScottGottliebMD Fuck off, Commie #ChinaLiedPeopleDied #FucktheCCP",Hate
535,"I know this administration has employed institutionally racist policy-making from the get go, but the Republican’s coming together to call COVID19 “China virus” or “Wuhan virus” is so blatantly racist, it’s striking.   They’re saying the quiet part loudly now, to get elected.",Counterhate
536,American blue check marks bitching and moaning about America's response to the Chinese virus should be grateful they are in America to bitch about it.  They can't. They're priviledged.,Non-Asian Aggression
537,"I would not wear one anyway...this Chinese Virus is a different strain of the flu/pneumonia.  Build up your immune system...all these wipes and shit will not help.  Between Hubs and I, who have family from majority of states and FB/Twitter friends, no one has it or knows any!",Neutral
538,@CNET Fuck chinese editors!  https://t.co/1Z3jf2Tf1d  #ChineseVirus  #COVID19  #coronavirus,Hate
539,i really do hope an Asian person whoops yall asses for these corona virus jokes https://t.co/K5QIRZreBL,Counterhate
540,"(3-28-10)  can not be stopped by anything. Goddess and Leela was having Knowledge body so they entered through small holes of chink and to inner palace, they had no difficulty in doing so. Had they been having physical bodies they had to exert a lot,",Neutral
541,"Hey here is an idea, don't call it the ""chinese virus"" you racist piece of absolute dog shit.",Counterhate
542,@RanaAyyub @AmyKazmin @RanaAyyub ...We have understood that you neither value human life nor even muslim life...you are on your propaganda.....you should have requested that community by making aware of Chinese corona virus ...but you type people are gaining on death of Muslims....you don’t care those,Non-Asian Aggression
543,@og1hunnit @Baybay13123 @ekuzy92 @PhillyWRLD @HanaHerro23 Where the fuck do you see the words hoax in this tweet. Yes the media has inflamed the corona virus not just the left but right media has too! You prolly think the calling it the Chinese virus is racist right?,Hate
544,"@awaisafzal0 Yeah we blame everyone, sure everything in politics is fucked up but come on dude we're talking about a Pandemic bro, just like The Spanish flu it was the same Chinese people who transported the Virus into Spain.",Hate
545,"Everything is just going on in a so fucking familiar way, it’s not a Dejave, and nothing you can do about it.  China has been through all of these steps, the US is copying the defection of them but not affordable for the further coming perfection. @realDonaldTrump @EpsilonTheory",Neutral
546,@unblesser you stfu asian chink,Non-Asian Aggression
547,@shannondd76 @DeniseGundelfi1 @RealJohnDennis @EricTrump @kyleraccio That doesn't say that "WHO said the virus was not transmitted human to human"  It says "Chinese authorities have found no clear evidence of human to human transmission...",Neutral
548,"Poll:  1/ 2  Do you believe as I do that the TIMING of the Wuhan Virus that's: Shut down our economy, Costing Americans their Jobs, Harming our Children's Psyche , Weakened our National Security, and Killing thousands of Innocent Americans-is just to damn coincidental - cont",Hate
549,@TomCottonAR @eyesoftheirish1 @JoeBiden @realDonaldTrump How much you wanna bet Biden calls it chink food when he orders carry out?,Neutral
550,@FEMA_Pete @HHSGov @fema Hospitals are empty. We're born with coronavirus  Wuhan is fake  https://t.co/CBXZnx8fyT  https://t.co/6f1SeWhtm3  #filmyourtown #FilmYourHospital We starve and you fight fake crap How can the protein in my body come from Wuhan It can't You cannot catch a virus or you'd have aids,Neutral
551,"Each one,one by one. Like Kurshad for fucking whole chinese people you dont need anybody. 1 Turkish is enough for fuck this creatures system. #ChineseVirus #ChinaVirus",Non-Asian Aggression
552,"@robbiecrazydude @Sayed_ibrahimi @FirstSquawk Viruses don't care what country anyone comes from. All the China haters over Covid19 are either bots or sockpuppets, or they have shit for brains.",Counterhate
553,"I believe that, it is the third virus from China in the last 10 years, coincidence? Probably not, but this one is killing people and killing global economy! Which Country benefit from that? China. With the reckless « sellout « of our Made in America policy, we surrendered to them",Hate
554,I absolutely cannot stand when I hear “it’s the Chinese virus” you iggnorant fucks,Counterhate
555,#coronavirus #CCPChina Do you really want us to believe that 5 million people left Wuhan? A city of 11 million people completely empty with no sign of life in satellite images? It's not fucking possible to hide so many or keep so many locked. They are all dead,Hate
556,@DXpnF9Ub06EwQFm @sanatani_atul @zbssx20021115 @iingwen @Taiwan_CDC @UN @WHO Did you come out of #CCPChina ? It's worse than cow shit.  #ChineseVirus #ChinaLiedPeopleDied #Taiwanhelps #ChineseVirus19 @hkpoliceforce  #HKPoliceBrutality   https://t.co/lYBFPdPwEl https://t.co/kV9iijOLnb,Hate
557,"@avinash_basava @aghori_AM @jenniferatntd @globaltimesnews No need to lough,, dont believe ok chinese,,, They are shipping faulty testing kits to many countries,, most of the countries have rejected the testing kits and medicines... #ChinaLiedPeopleDied",Hate
558,"J Balvin, Willy William - Mi Gente (Official Video) https://t.co/6E5S21A66O via @YouTube $DAX $SPX @Chinavirus  FUCK the virus ~  BACK TO MUSIC",Neutral
559,"@SwordAndScale Because we don't want to be racist.  So we will act like nothing. Come hugging people and celebrate as if there has never been a Coronavirus came from #Wuhan, #China that can kill 20 times more than seasonal flu.   #CoronavirusOutbreak #WuhanVirus",Hate
560,@Eric55581746 @WhiteHouse Hahaha You would not know a fact that bit you in the ass. The virus started in Wuhan China That's a fact. China lied about the numbers That's a fact.,Hate
561,"@AOC Havent you all been saying for weeks that #WuhanVirus sees no borders, no race, no religion?  Goodness you're a fucking idiot",Non-Asian Aggression
